mode,code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_wins,train_losses,train_flats,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total,forward_wins,forward_losses,forward_flats,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
refine,2036.T,2,1.0,1.0,0.4,0.01,0.01,60,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,1,0,2,0.5,1.0,0.9984012789768186,-0.0007999999999999674,0,2
refine,2802.T,2,2.0,1.0,0.4,0.01,0.01,60,3,0,4,7,0.42857142857142855,999.0,1.498201438848921,0.2849142857142858,0,2,2,0,4,6,0.3333333333333333,999.0,0.9988009592326139,-0.0008000000000000229,0,2
refine,4519.T,8,2.0,1.0,0.4,0.01,0.01,60,4,17,1,22,0.18181818181818182,0.47058823529411764,0.44391153743671746,-0.45534545454545433,0,2,3,7,0,10,0.3,0.8571428571428571,0.8561151079136692,-0.10079999999999989,0,2
refine,5803.T,5,2.0,1.0,0.4,0.05,0.03,60,3,16,0,19,0.15789473684210525,0.375,0.3745503597122302,-0.5271157894736842,0,2,4,6,0,10,0.4,1.3333333333333333,1.331734612310152,0.19920000000000015,0,2
refine,6762.T,1,2.0,1.5,0.4,0.01,0.01,60,4,3,2,9,0.4444444444444444,1.7777777777777777,1.0656716417910448,0.05475555555555556,0,2,0,2,2,4,0.0,0.0,0.0,-1.5008,0,2
refine,7013.T,8,2.0,1.0,0.4,0.03,0.01,60,4,8,0,12,0.3333333333333333,1.0,0.9988009592326139,-0.0008000000000000229,0,2,3,6,0,9,0.3333333333333333,1.0,0.9988009592326139,-0.0008000000000000229,0,2
refine,7936.T,2,1.0,1.0,0.4,0.01,0.01,60,0,3,4,7,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
refine,8411.T,8,2.0,1.0,0.4,0.01,0.01,60,3,11,3,17,0.17647058823529413,0.5454545454545454,0.42805755395683465,-0.4713882352941175,0,2,3,4,1,8,0.375,1.5,1.1985611510791367,0.12420000000000009,0,2
refine,9022.T,1,2.0,1.0,0.4,0.01,0.01,60,4,5,0,9,0.4444444444444444,1.6,1.5980815347721824,0.33253333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
